# RESEARCH-ONLY — NO PUBLICATION OR IMPLEMENTATION AUTHORISED
# NOTE: administrative_source for every row is unverified general geographic knowledge. Postcodes deliberately left PENDING_VERIFICATION rather than stated from memory. Presence of a locality implies GEOGRAPHIC RESEARCH ONLY — never service availability, partner coverage, project evidence or property inventory.
locality,alternative_names,common_misspellings,tamil_name,tanglish_forms,parent_zone,corporation_municipality_panchayat,district,planning_authority,postcode_range,major_corridor,nearby_areas,administrative_source,source_verification_date,buildogram_service_availability,toletboard_inventory,realprop_inventory,existing_buildogram_page,existing_toletboard_page,existing_realprop_page,existing_property_count,partner_coverage,project_evidence,search_demand_status,local_page_evidence_status,owner_confirmation_status,provisional_content_format,final_indexability_status
Pallikaranai,,,பள்ளிக்கரணை,Pallikaranai,Zone 14 (Perungudi),Greater Chennai Corporation,Chennai,CMDA,PENDING_VERIFICATION,OMR / ECR corridor,"Perungudi, Medavakkam","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/pallikaranai,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Medavakkam,,,மேடவாக்கம்,Medavakkam,Zone 14 (Perungudi),Greater Chennai Corporation,Chennai,CMDA,PENDING_VERIFICATION,OMR / ECR corridor,"Pallikaranai, Sholinganallur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/medavakkam,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Nanmangalam,,,நன்மங்கலம்,Nanmangalam,Zone 14 (Perungudi),Greater Chennai Corporation,Chennai,CMDA,PENDING_VERIFICATION,OMR / ECR corridor,"Medavakkam, Pallikaranai","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Sholinganallur,,,சோழிங்கநல்லூர்,Sholinganallur,Zone 15 (Sholinganallur),Greater Chennai Corporation,Chennai,CMDA,PENDING_VERIFICATION,OMR corridor,"Perumbakkam, Navalur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/sholinganallur,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Perumbakkam,,,பெரும்பாக்கம்,Perumbakkam,Zone 15 (Sholinganallur),Greater Chennai Corporation,Chennai,CMDA,PENDING_VERIFICATION,OMR corridor,"Medavakkam, Sholinganallur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/perumbakkam,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Semmancheri,,,செம்மஞ்சேரி,Semmancheri,Zone 15 (Sholinganallur),Greater Chennai Corporation,Chennai,CMDA,PENDING_VERIFICATION,OMR corridor,"Sholinganallur, Navalur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Karapakkam,,,கரப்பாக்கம்,Karapakkam,Zone 15 (Sholinganallur),Greater Chennai Corporation,Chennai,CMDA,PENDING_VERIFICATION,OMR corridor,"Thoraipakkam, Sholinganallur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Uthandi,,,உத்தாண்டி,Uthandi,Zone 15 (Sholinganallur),Greater Chennai Corporation,Chennai,CMDA,PENDING_VERIFICATION,OMR corridor,"Injambakkam, Kanathur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Okkiyam Thoraipakkam,,,,Okkiyam Thoraipakkam,Zone 15 (Sholinganallur),Greater Chennai Corporation,Chennai,CMDA,PENDING_VERIFICATION,OMR corridor,"Thoraipakkam, Perungudi","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Avadi,,,ஆவடி,Avadi,Outside GCC / merged body — VERIFY,Avadi City Municipal Corporation,Tiruvallur,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,Ambattur–Avadi,"Ambattur, Thirumullaivoyal","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/avadi,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Tambaram,,,தாம்பரம்,Tambaram,Outside GCC / merged body — VERIFY,Tambaram City Municipal Corporation,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Chromepet, Selaiyur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/tambaram,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Chromepet,,,குரோம்பேட்டை,Chromepet,Outside GCC / merged body — VERIFY,Tambaram Corporation,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Pallavaram, Tambaram","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/chromepet,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Pallavaram,,,பல்லாவரம்,Pallavaram,Outside GCC / merged body — VERIFY,Tambaram Corporation,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Chromepet, Anakaputhur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/pallavaram,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Anakaputhur,,,அனகாபுத்தூர்,Anakaputhur,Outside GCC / merged body — VERIFY,Tambaram Corporation,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Pallavaram, Kundrathur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Selaiyur,,,செலையூர்,Selaiyur,Outside GCC / merged body — VERIFY,Tambaram Corporation,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Tambaram, Camp Road","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Medavakkam Koot Road,,,,Medavakkam Koot Road,Outside GCC / merged body — VERIFY,Tambaram Corporation,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Tambaram, Medavakkam","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Perungalathur,,,பெருங்களத்தூர்,Perungalathur,Outside GCC / merged body — VERIFY,Tambaram Corporation,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Tambaram, Vandalur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Vandalur,,,வண்டலூர்,Vandalur,Outside GCC / merged body — VERIFY,Town Panchayat / Corporation — VERIFY,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Perungalathur, Urapakkam","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Urapakkam,,,ஊரப்பாக்கம்,Urapakkam,Outside GCC / merged body — VERIFY,Town Panchayat — VERIFY,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Vandalur, Guduvancheri","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Guduvancheri,,,குடுவாஞ்சேரி,Guduvancheri,Outside GCC / merged body — VERIFY,Municipality — VERIFY,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Urapakkam, Maraimalai Nagar","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/guduvancheri,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Maraimalai Nagar,,,மறைமலை நகர்,Maraimalai Nagar,Outside GCC / merged body — VERIFY,Municipality — VERIFY,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Guduvancheri, Singaperumal Koil","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Singaperumal Koil,,,சிங்கப்பெருமாள் கோயில்,Singaperumal Koil,Outside GCC / merged body — VERIFY,Town Panchayat — VERIFY,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Maraimalai Nagar, Chengalpattu","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Chengalpattu,,,செங்கல்பட்டு,Chengalpattu,Outside GCC / merged body — VERIFY,Municipality,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,GST Road,"Singaperumal Koil, Mahabalipuram","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Kundrathur,,,குன்றத்தூர்,Kundrathur,Outside GCC / merged body — VERIFY,Municipality — VERIFY,Kancheepuram,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,Porur corridor,"Iyyappanthangal, Anakaputhur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/kundrathur,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Poonamallee,,,பூந்தமல்லி,Poonamallee,Outside GCC / merged body — VERIFY,Municipality,Tiruvallur,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,Poonamallee corridor,"Iyyappanthangal, Avadi","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/poonamallee,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Maduravoyal,,,மதுரவாயல்,Maduravoyal,Outside GCC / merged body — VERIFY,GCC / Municipality — VERIFY,Chennai,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,Poonamallee corridor,"Porur, Ambattur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Nazarethpettai,,,,Nazarethpettai,Outside GCC / merged body — VERIFY,Town Panchayat — VERIFY,Tiruvallur,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,Poonamallee corridor,Poonamallee,"GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Thiruverkadu,,,திருவேற்காடு,Thiruverkadu,Outside GCC / merged body — VERIFY,Municipality — VERIFY,Tiruvallur,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,Poonamallee corridor,"Maduravoyal, Avadi","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Navalur,,,நாவலூர்,Navalur,Outside GCC / merged body — VERIFY,Town Panchayat — VERIFY,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,OMR,"Sholinganallur, Siruseri","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/navalur,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Siruseri,,,சிருசேரி,Siruseri,Outside GCC / merged body — VERIFY,Town Panchayat — VERIFY,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,OMR,"Navalur, Kelambakkam","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,none,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
Kelambakkam,,,கேளம்பாக்கம்,Kelambakkam,Outside GCC / merged body — VERIFY,Town Panchayat — VERIFY,Chengalpattu,CMDA / DTCP — VERIFY,PENDING_VERIFICATION,OMR,"Siruseri, Thiruporur","GENERAL_GEOGRAPHIC_KNOWLEDGE — REQUIRES_SOURCE_VERIFICATION (GCC zone/division list, CMDA master plan area, TN municipal administration records, India Post PIN directory)",NOT_YET_VERIFIED,OWNER_CONFIRMATION_REQUIRED,PENDING_PORTAL_AUDIT,PENDING_PORTAL_AUDIT,/locations/chennai/kelambakkam,none,none,PENDING_PORTAL_AUDIT,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,PENDING_GSC,NOT_YET_ASSESSED,OWNER_CONFIRMATION_REQUIRED,PROVISIONAL — locality hub vs section vs no page: decide after evidence + GSC,PROVISIONAL — P0 AND DATA GATES PENDING
